product_name,brand_name,rating,rating_count,marked_price,discounted_price,sizes,product_link,img_link
Floral A-Line Maxi Dress,HERE&NOW,4.4,8,1799,629,"XS,S,M,L,XL,XXL",dresses/herenow/herenow-off-white--yellow-floral-a-line-maxi-dress/16110538/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16110538/2022/5/17/d04a1a05-4196-4699-906d-51588f368d9d1652768154678-HERENOW-White--Yellow-Floral-A-Line-Maxi-Dress-1516527681538-1.jpg"
Men Cargos Trousers,t-base,0,0,2599,2599,"30,32,34,36,38",trousers/t-base/t-base-men-navy-blue-easy-wash-cargos-trousers/18511442/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18511442/2022/5/30/9ab45ae4-a2c2-4749-aa2e-0b409068c8a11653913126956t-baseNavySolidCottonCanvasOverdyedCargoPantForMen1.jpg"
Knitted Sporty Jacket,Puma,0,0,3999,3199,"S,M,L,XL,XXL",jackets/puma/puma-men-charcoal-grey-knitted-sporty-jacket/17065660/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17065660/2022/3/25/2b324f86-6ae2-4930-a7b5-34040ad1810d1648193274149-Puma-Men-Jackets-91648193273555-1.jpg"
Unisex Superstar Slip on,ADIDAS Originals,4.2,15,7999,4399,"UK5,UK6,UK7,UK8,UK9,UK10,UK11,UK12",casual-shoes/adidas-originals/adidas-originals-unisex-white-superstar-slip-on-sneakers/16558410/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16558410/2022/2/17/8034dcc9-9ab9-4c3b-8546-85e55fdf1df81645098630797-ADIDAS-Originals-Unisex-Casual-Shoes-1741645098630422-1.jpg"
Kids Printed Comfort Sandals,KazarMax,4.4,91,1999,859,"2.5-3Y,3.5-4Y,4-4.5Y,4.5-5.5Y,5.5-6Y,6-6.5Y,6.5-7Y,7-7.5Y,7.5-8Y,8-8.5Y",sandals/kazarmax/kazarmax-kids-blue--pink-printed-comfort-sandals/10705148/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10705148/2022/3/15/b4549909-77be-45f7-b9ae-202f7737bb2b1647328538237KazarMaxKidsBluePinkPrintedComfortSandals1.jpg"
Slim Fit Casual Shirt,Allen Solly,0,0,1799,1421,"38,39,40,42",shirts/allen-solly/allen-solly-men-brown-slim-fit-tartan-checks-checked-casual-shirt-100-cotton/18232458/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18232458/2022/5/11/010fe5cb-7755-4f48-bbd8-c950876ff2b21652269513645AllenSollyMenBrownSlimFitTartanChecksCheckedCasualShirt1.jpg"
Women Solid Denim Jacket,Tokyo Talkies,4.3,292,2399,959,"S,M,L,XL",jackets/tokyo-talkies/tokyo-talkies-women-blue-solid-denim-jacket/10707940/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/9/23/85f5aa70-322f-4799-a6fb-caf733723cc61569212144075-1.jpg"
Men Training Shorts,Puma,4.4,40,1999,1599,"30,32,34,36,38",shorts/puma/puma-men-grey-favourite-blaster-performance-training-shorts/16878188/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16878188/2022/3/19/22689d95-43b3-4342-8cb7-bee074e271861647680250970-Puma-Men-Grey-Favourite-Blaster-Performance-Training-Shorts--1.jpg"
Women Solid Kurta Set,Bhama Couture,4,443,3599,827,"S,M,L,XL",kurta-sets/bhama-couture/bhama-couture-women-mustard-yellow-yoke-design-kurta-with-palazzos/8677623/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/8677623/2019/2/4/29229704-e3b9-4b90-9d30-749290bdf0811549281346254-Bhama-Couture-Women-Mustard-Solid-Kurta-with-Palazzos-327154-1.jpg"
Solid Comfort Fit T-shirt,Jockey,4.5,453,549,549,"S,M,L",tshirts/jockey/jockey-men-mustard-yellow-solid-comfort-fit-round-neck-t-shirt/11863880/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11863880/2022/6/14/84a1a746-8abd-46c5-89fe-d7ea796d72051655182195633-Jockey-Men-Mustard-Yellow-Solid-Comfort-Fit-Round-Neck-T-shi-1.jpg"
