product_name,brand_name,rating,rating_count,marked_price,discounted_price,sizes,product_link,img_link
Men Printed Cotton T-shirt,Trendyol,0,0,1199,839,"S,M,L,XL",tshirts/trendyol/trendyol-men-olive-green-printed-pure-cotton-t-shirt/17816866/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17816866/2022/4/13/9580962b-87a8-4b31-80ac-860a95933de91649847929108TshirtsTrendyolMenTshirtsTrendyolMenTshirtsTrendyolMenTshirt1.jpg"
140 TC Queen 2 Pillow Covers,DDecor,0,0,1999,1899,Double Queen,bedsheets/ddecor/ddecor-yellow--white-floral-140-tc-queen-bedsheet-with-2-pillow-covers/14649938/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/6/26/a15e0245-bc9f-41e6-a4d8-a2b97e6617701624715538899-1.jpg"
Pure Cotton Printed Night suit,beebelle,4.7,9,3249,1299,"S,M,L,XL,XXL",night-suits/beebelle/beebelle-women-brown-pure-cotton-chevron-printed-night-suit/16615848/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16615848/2022/1/27/e4088c85-46d9-4d07-819e-e1a897bde87a1643274702265-Beebelle-Womens-Charcoal-Grey-Printed-Night-Suit-52816432747-1.jpg"
Gold-Plated Stone-Studs,Carlton London,3.9,55,995,547,Onesize,earrings/carlton-london/carlton-london-maroon-gold-plated-geometric-stone-studs/12498120/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12498120/2020/11/4/cd542c17-7b20-468e-a159-a151f1672c1f1604496267186CarltonLondonMaroonGold-PlatedGeometricStone-Studs1.jpg"
Tailored Fit Casual Shirt,U.S. Polo Assn.,0,0,2599,2573,"38,40,42,44,46",shirts/us-polo-assn/u-s-polo-assn-men-peach-and-blue-tailored-fit-tartan-checked-pure-cotton-casual-shirt/16347854/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16347854/2022/2/11/2c6045d4-4ee6-4aa9-bf2d-8d0d287e30771644567963119-U-S-Polo-Assn-Men-Peach-And-Blue-Tailored-Fit-Tartan-Checked-1.jpg"
Pack Of 3 Deo-Soft Brief,DAMENSCH,4.5,166,1050,1050,"S,M,L,XL,XXL",briefs/damensch/damensch-men-deo-soft-deodorizing-micro-modal-solid-briefs-dam-1-b-pack-3-wb/9599093/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9599093/2020/10/15/8381d4d2-f4e0-44bf-ae9f-4a1682de378b1602743909488-DAMENSCH-Men-Pack-of-3-AER-SOFT-Anti-Bacterial-Micro-Modal-B-1.jpg"
Men Pack Of 4 Solid Pure Cotton Undershirt Innerwear Vests,RAMRAJ COTTON,3.8,12,836,836,"M,L",innerwear-vests/ramraj-cotton/ramraj-cotton-men-pack-of-4-white-solid-pure-cotton-undershirt-innerwear-vests/16332350/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16332350/2021/12/2/4b097023-bd7b-4061-bb50-6d1479289ad61638421126884InnerwearVests1.jpg"
Striped Pure Chiffon Saree,Havida Sarees,0,0,2399,839,Onesize,sarees/havida-sarees/havida-sarees-pink--red-striped-pure-chiffon-saree/18321438/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18321438/2022/5/18/9008a067-4e90-4445-8c07-1423fb8583361652884033636HavidaSareesWomenPinkSarees1.jpg"
Floral Printed Maxi Dress,all about you,0,0,3699,1664,"XS,S,M,L,XL,XXL",dresses/all-about-you/all-about-you-peach-orange-floral-printed-maxi-dress/16931634/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16931634/2022/3/8/0887744e-db70-4876-bb31-2a7c80219e521646738694994-all-about-you-Women-Dresses-3791646738694445-6.jpg"
Unisex Caps,Kook N Keech Marvel,4.4,356,899,404,Onesize,caps/kook-n-keech-marvel/kook-n-keech-marvel-unisex-blue-captain-america-cap/590519/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/v1/image/style/properties/590519/Kook-N-Keech-Marvel-Unisex-Caps_1_72d98e60e34264dd06dd8aaea99b621f.jpg"
