product_name,brand_name,rating,rating_count,marked_price,discounted_price,sizes,product_link,img_link
Women Boat Neck Pullover,Vero Moda,4.8,24,1999,999,"XS,S,M,L,XL",sweaters/vero-moda/vero-moda-women-pink-solid-boat-neck-pullover-sweater/15120192/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15120192/2022/1/5/db05eab1-8f91-487f-af96-687a2ee91e721641378304976-Vero-Moda-Women-Pink-Solid-Boat-Neck-Pullover-Sweater-127164-1.jpg"
Men Leather Two Fold Wallet,Park Avenue,3.1,11,1399,629,Onesize,wallets/park-avenue/park-avenue-men-black-textured-leather-two-fold-wallet/14866426/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14866426/2021/11/24/e66c4d61-cd24-4617-befe-d24da2a3f5631637736949414-Park-Avenue-Men-Wallets-8831637736948929-1.jpg"
Tailored Jacket,Puma,0,0,3999,1799,"S,M,L,XL,XXL",jackets/puma/puma-men-black-tailored-cotton-jacket/17537462/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17537462/2022/3/15/7bc68d09-0756-45c6-b5d1-18655f4f989d1647349646176Jackets1.jpg"
Men Driving Shoes,max,4.2,5,999,899,"40,41,42,43,44",casual-shoes/max/max-men-navy-blue-driving-shoes/15962842/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15962842/2021/10/30/438ce6e7-ae2f-4d79-ab6f-83259f05c3e51635583483612maxMenNavyBlueTexturedPUDrivingShoes1.jpg"
Men Striped Polo Collar T-shirt,Jockey,0,0,1279,1279,XL,tshirts/jockey/jockey-men-yellow-striped-polo-collar-t-shirt/18523826/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18523826/2022/5/31/3aa9f514-09b8-4291-a85d-f1945cd14eb41653937760427Tshirts1.jpg"
Unisex Printed Rucksack,Wildcraft,4.6,55,3699,3699,Onesize,rucksacks/wildcraft/wildcraft-unisex-navy-blue-printed-verge-50-rucksack/9792383/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9792383/2019/8/16/c325ca6f-e686-4a39-9509-7714b2f5a9371565928620218-Wildcraft-Unisex-Navy-Blue-Printed-Verge-50-Rucksack-8615659-1.jpg"
Women Printed Kurti with Palazzos With Dupatta,QOMN,4.8,12,2999,1899,"S,M,L,XL,XXL",kurta-sets/qomn/qomn-women-blue-floral-printed-pure-cotton-kurti-with-palazzos--with-dupatta/17736716/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17736716/2022/4/4/0b5a4f5b-46f9-4397-ba3f-56b737442f311649076723896QOMNWomenBlueFloralPanelledSequinnedPureCottonKurtiwithSalwa1.jpg"
Dress,Just Wow,3.5,13,1998,999,"XS,S,M,L,XL,XXL,3XL",dresses/just-wow/just-wow-black-formal-dress/15785942/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15785942/2021/10/9/3392a170-3a3f-4ebd-893a-bae50d49a6dd1633764571320JustWowBlackDress1.jpg"
Set of 4 Decorative Monk Buddha Statue Showpiece,TIED RIBBONS,3.5,37,1248,499,Onesize,showpieces/tied-ribbons/tied-ribbons-set-of-4-decorative-monk-buddha-statue-showpiece/15359126/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15359126/2021/9/4/3b76ee09-20b9-4be6-a04c-529ae1243d201630759606504Showpieces1.jpg"
Set Of 2 Abstract Wall Art,The Art House,0,0,5999,2999,Onesize,wall-art/the-art-house/-the-art-house-set-of-2-abstract-wall-art/18611734/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18611734/2022/6/4/de70e924-82d3-417a-97eb-a7fb81e5ece51654321264737ABSTRACTPAINTING40X30INCHES1.jpg"
Lightly Padded T-shirt Bra,Zivame,4.3,709,849,551,"34C,36C,36D,38B,38C",bra/zivame/zivame-black-solid-non-wired-lightly-padded-t-shirt-bra-zi1131coreblack/6608568/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/6608568/2018/6/2/9e3b2a6b-1ca7-4ce3-955f-366185b656331527919643855-Zivame-Padded-Wired-T-Shirt-Bra---Black-6341527919643694-1.jpg"
Women Solid Boy Shorts,Jockey,4.7,12,225,225,XL,briefs/jockey/jockey-women-red-solid-boy-shorts/17070670/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17070670/2022/2/7/54dff66a-5609-46f1-b67f-de648c30ac541644232347220Briefs1.jpg"
Printed Round Neck Pure Cotton T-shirt,Bewakoof,4.3,78,999,449,"S,M,L,XL,XXL,3XL",tshirts/bewakoof/bewakoof-men-turquoise-blue-printed-round-neck-pure-cotton-t-shirt/13451428/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13451428/2021/4/5/56b3d627-d9cc-4712-bb12-17510b9a71e61617604914576-Bewakoof-Men-Tshirts-381617604913659-1.jpg"
Women Romantique EDT 100 ml,Dorall Collection,4,711,599,419,100-120 ML,perfume-and-body-mist/dorall-collection/dorall-collection-women-romantique-eau-de-toilette-100-ml/9661535/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9661535/2019/5/28/5c30e80f-b217-4470-8d02-3cd514b6831b1559037843748-Dorall-Collection-Romantique-For-Women-100-ml-36415590378426-1.jpg"
Women Colourblocked PU Sneakers,ZAPATOZ,4.1,18,1995,857,"UK3,UK4,UK5,UK6,UK7,UK8",casual-shoes/zapatoz/zapatoz-women-black-colourblocked-lightweight-pu-sneakers/16872232/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16872232/2022/1/19/8c488b2d-bf5b-405d-abbe-99213e59106f1642575629481ZAPATOZWomenBlackColourblockedPUSneakers1.jpg"
Print Crepe Bralette Top,20Dresses,0,0,1295,1036,"XS,S,M,L,XL,XXL",tops/20dresses/20dresses-mauve-and-purple-ethnic-print-crepe-bralette-crop-top/18072856/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18072856/2022/4/28/0ddaffe8-46f8-40c5-848e-b2930e6c5614165114226712020DressesMauvePrintCrepeBraletteCropTop1.jpg"
Women Open Toe Flats,Sole To Soul,0,0,1990,1791,"EURO36,EURO37,EURO38,EURO39,EURO40,EURO41",flats/sole-to-soul/sole-to-soul-women-orange-printed-open-toe-flats/18175048/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18175048/2022/5/16/8cb3b2e5-bf17-49dc-ab12-8fadd35be0d31652723665277SoleToSoulWomenOrangePrintedOpenToeFlats1.jpg"
Slim Fit Casual Shirt,Duke,0,0,1699,1189,"38,40,42,44",shirts/duke/duke-men-blue-slim-fit-floral-printed-casual-shirt/18106848/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18106848/2022/4/30/3777f9b3-5d91-4441-8613-bce25cbcdb121651328557951DukeMenBlueSlimFitFloralPrintedCasualShirt1.jpg"
Casual Shirt,Marks & Spencer,0,0,2799,2519,"40,42,44,47,49",shirts/marks--spencer/marks--spencer-men-yellow-casual-shirt/16630826/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16630826/2022/1/24/ec8f02ee-aa20-4a5b-873e-719c394540861643024349092ShirtsMarksSpencerMenShirtsMarksSpencerMenShirtsMarksSpencer1.jpg"
Ethnic Motifs Mysore Silk Cotton Saree,Mitera,3.5,13,3999,999,Onesize,sarees/mitera/mitera-red--blue-ethnic-motifs-zari-silk-cotton-mysore-silk-saree/17126062/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17126062/2022/2/10/ecc35ca1-7fea-48db-a6d3-01489e88b1591644513147244MiteraWomenRedWovenDesign1.jpg"
Women Leather Straps Watch,Daniel Klein,0,0,4140,2152,Onesize,watches/daniel-klein/daniel-klein-women-brown-embellished-dial--brown-leather-straps-analogue-watch-dk11675-4/15224446/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15224446/2022/5/30/79755482-8d7b-46bd-9723-ffff546f6f431653890573409-Daniel-Klein-Women-Brown-Embellished-Dial--Brown-Leather-Str-5.jpg"
