product_name,brand_name,rating,rating_count,marked_price,discounted_price,sizes,product_link,img_link
Women Floral Bra,Marks & Spencer,0,0,1699,1529,34C,bra/marks--spencer/marks--spencer-women-black-floral-bra/8573945/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/8573945/2022/2/22/667be3ed-f269-4251-b799-8f31bc0ab7da1645520640976-Marks--Spencer-Black-Floral-Bra-181645520640595-1.jpg"
Men Pullover,MANGO MAN,0,0,3590,2154,"S,M,L,XL",sweaters/mango-man/mango-man-men-navy-blue-pullover/15585170/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15585170/2021/10/21/7c87d4f0-1af6-4c75-b083-9e0c5640209d1634795338651MANGOWomenWhitePoloCollarLinenT-shirtJumpsuitMANGOWomenSweat1.jpg"
Cotton Denim Jacket,ONLY,0,0,4299,2579,"XS,S,M,L,XL",jackets/only/only-women-white-cotton-denim-jacket/16983954/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16983954/2022/1/31/7892b69b-1ea6-493c-bc94-5830be0bfd191643602227688ONLYWomenWhiteColourblockedLightweightLonglineDenimJacket1.jpg"
Women Cinched Waist Top,SHINOY,4.2,24,1499,599,"S,M,L,XL,XXL",tops/shinoy/shinoy-women-white-printed-liva-cinched-waist-top/17347940/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17347940/2022/3/2/7f4b938a-4c70-4907-be3d-151202e60fb81646219047149SHINOYWhitePrintLivaCinchedWaistTop1.jpg"
Slim Fit Checked Casual Shirt,WROGN,3.7,6,2299,1241,"39,40,42,44,46",shirts/wrogn/wrogn-men-mustard-yellow--navy-blue-slim-fit-tartan-checks-pure-cotton-casual-shirt/16217588/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16217588/2022/3/18/a8787eec-0ac2-4543-a093-2eca8d3710981647580184439-WROGN-Men-Shirts-571647580183868-1.jpg"
Infants Kids Romper,BABY GO,4.5,29,699,489,"0-3M,3-6M,6-9M",rompers/baby-go/baby-go-infants-kids-red--blue-colourblocked-romper/13886422/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/3/16/09fd2822-b1c5-4ce6-bb10-1389534f84421615898824803-1.jpg"
Men Jeans,HERE&NOW,0,0,2599,1039,"28,30,32,34,36",jeans/herenow/herenow-men-blue-heavy-fade-stretchable-jeans/15929746/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15929746/2022/4/25/24ad7f7c-9b26-4ca5-9a38-178045a3394a1650888822511-HERENOW-Men-Jeans-3471650888821842-1.jpg"
Power Shimmer,PRIVIU,0,0,499,199,Onesize,eyeshadow/priviu/priviu-gold-eyes--face-makeup-full-coverage-illuminator-highlighter-power-shimmer/18095594/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18095594/2022/6/20/a74313f1-89cb-472d-bd5e-20143336b67f1655721502608PRIVIUGoldEyesFaceMakeupFullCoverageIlluminatorHighlighterPo1.jpg"
Men Leather Formal Belt,ELOPPE,0,0,4999,2499,"28,30,32,34,36,38,42",belts/eloppe/eloppe-men-black-textured-leather-formal-belt/17386934/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17386934/2022/3/9/50f650bb-80cf-4a23-a018-16f5cbb47b111646803240058-ELOPPE-Men-Black-Textured-Leather-Formal-Belt-87916468032396-1.jpg"
Solid Shoulder Bag,Lavie,4.6,32,4190,1969,M,handbags/lavie/lavie-white-solid-shoulder-bag/8057509/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/8057509/2022/2/15/4d072e95-4eef-4ed7-a735-55ac62d852c71644923595606LavieWhiteSolidShoulderBag1.jpg"
A-Line Midi Dress,FableStreet,0,0,3395,3395,"XS,S,M,L,XL",dresses/fablestreet/fablestreet-teal-a-line-cotton-midi-dress/17257604/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17257604/2022/2/23/731712ba-8c22-46ff-bf15-a03053253f6d1645617994106FableStreetTealFormalA-LineMidiDress1.jpg"
Men Solid Slim-Fit Joggers,Proline Active,4.1,38,1899,949,"S,M,L,XL,XXL",track-pants/proline-active/proline-active-men-navy-blue-solid-slim-fit-joggers/11848588/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11848588/2020/5/29/36bd1cb8-28f7-4954-83e0-c9da100f07e81590737123471ProlineActiveMenNavyBlueSolidSlim-FitJoggers1.jpg"
Embroidered Dupatta,Dupatta Bazaar,4.2,395,999,489,Onesize,dupatta/dupatta-bazaar/dupatta-bazaar-red--beige-embroidered-dupatta/6581981/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/6581981/2018/5/31/a35c4409-b7bc-4288-9b70-cd50dd7380931527749665027-Dupatta-Bazaar-Womans-Beige-Net-Dupatta-with-Black-Embroidery-1721527749664850-1.jpg"
Men Ultra Soft Trunks,Jockey,4.7,34,505,505,XL,trunk/jockey/jockey-international-collection-men-teal-blue-solid-trunks-ic28/10647058/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10647058/2022/4/13/caf2a2da-d293-4b8e-b67e-8ab7c8cdb18d1649828691387JockeyInternationalCollectionMenTealBlueSolidTrunksIC281.jpg"
Men Slim Fit Jeans,U.S. Polo Assn. Denim Co.,0,0,2799,2771,"30,32,34,36,38",jeans/us-polo-assn-denim-co/us-polo-assn-denim-co-men-blue-brandon-slim-fit-mid-rise-light-fade-stretchable-jeans/16320420/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16320420/2022/2/14/70884cf0-bf5a-4156-94aa-8c5a7ed63ecd1644830680639-US-Polo-Assn-Denim-Co-Men-Blue-Brandon-Slim-Fit-Mid-Rise-Lig-1.jpg"
Women Mojaris Flats,NR By Nidhi Rathi,3,3,3599,2339,"EURO36,EURO37,EURO38,EURO39,EURO40,EURO41",flats/nr-by-nidhi-rathi/nr-by-nidhi-rathi-women-gold-toned-embellished-leather-ethnic-mojaris-flats/16468068/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16468068/2022/4/11/2b9492ab-f1f9-46cf-9283-277cda40c81d1649672950819NRByNidhiRathiWomenGold-TonedEmbellishedLeatherEthnicMojaris1.jpg"
Set Of 3 Solid Metal Planters With Wheel-Shaped Stand,TIED RIBBONS,3.8,12,3199,1279,Onesize,planters/tied-ribbons/tied-ribbons-set-of-3-solid-metal-planters-with-wheel-shaped-stand-/13705990/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/2/18/d06f5e45-420a-428b-98b6-144fbf7409141613629591803-1.jpg"
Floral Cotton Casual Shirt,The Indian Garage Co,0,0,1749,699,"38,40,42,44,46",shirts/the-indian-garage-co/the-indian-garage-co-men-white--green-floral-printed-pure-cotton-casual-shirt/18292496/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18292496/2022/6/2/aae13ba6-81c5-44af-b776-1732111fe9301654159333274-The-Indian-Garage-Co-Men-Shirts-7851654159332698-1.jpg"
Men Analogue Watch,WROGN,4.1,7,2999,899,Onesize,watches/wrogn/wrogn-men-black-dial--black-leather-straps-analogue-watch-wrg00105b/16109460/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16109460/2021/12/13/bdc86dce-4e76-4eca-b80f-012e48abda3b1639374119158-WROGN-Men-Watches-1001639374118732-1.jpg"
Women Trackpants,Harvard,3.7,59,1399,489,"S,M,L,XL",track-pants/harvard/harvard-women-red-solid-trackpants/2320174/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2320174/2021/12/7/fb8cff7e-5854-48ee-9c1e-3a83414273321638880016393-Harvard-Women-Red-Solid-Trackpants-4441638880015991-1.jpg"
Animal Printed Pumps,Picktoes,4.5,12,1799,809,"EURO35,EURO36,EURO37,EURO38,EURO39,EURO40,EURO41",heels/picktoes/picktoes-brown-animal-printed-pumps-/17214604/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17214604/2022/2/19/6448afd0-2db8-4de2-9abd-1b2b447f1b861645252562767PicktoesBrownBlockPumpswithBows1.jpg"
Striped Wedges with Buckles,ELLE,0,0,1999,1399,"EURO36,EURO37,EURO38,EURO39,EURO40,EURO41",heels/elle/elle-yellow--coffee-brown-striped-wedges-with-buckles/17294664/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17294664/2022/3/17/88753421-5af3-4150-83e2-85200ed4e6db1647502067854-ELLE-Yellow--Coffee-Brown-Embellished-Wedge-Sandals-with-Buc-1.jpg"
Half Hoop Earrings,DressBerry,3.8,25,549,274,Onesize,earrings/dressberry/dressberry-gold-toned-crescent-shaped-twisted-half-hoop-earrings/14300334/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14300334/2021/8/13/bec7dc64-4235-4abb-89d3-ed0d2c0460b01628839800757DressBerryGold-TonedCrescentShapedTwistedHalfHoopEarrings1.jpg"
Women Solid Slip-On,Mast & Harbour,4.1,7,1499,599,"UK3,UK4,UK5,UK6,UK7,UK8",flip-flops/mast--harbour/mast--harbour-women-transparent--pink-solid-slip-on/15688492/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15688492/2022/1/17/1836193d-d5a0-4b73-be50-dea65635bf101642411848845-Mast--Harbour-Women-Flip-Flops-2321642411848582-1.jpg"
Women Printed T-shirt,V-Mart,0,0,330,330,"S,M,L,XL",tshirts/v-mart/v-mart-women-pink-printed-t-shirt/18444750/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18444750/2022/5/27/1eb8d37f-3f58-4caf-ac50-3704dd497dea1653640302525WomenWesternPrintedSingleJerseyRoundNeckT-Shirt1.jpg"
Men Walking Shoes,Liberty,4.5,15,1499,1499,"UK6.5,UK7,UK8,UK9,UK9.5,UK10",sports-shoes/liberty/liberty-men-black--grey-walking-shoes/12010390/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/7/2/0c18a8b2-33ac-4a69-9f91-dc6901764d791593640756412-1.jpg"
Women Striped A-Line Dress,ZALORA WORK,0,0,4199,3149,"XS,S,M,L,XL",dresses/zalora-work/zalora-work-women-multicoloured-striped-a-line-dress/17947078/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17947078/2022/4/20/4f3e7549-4b72-45ee-8488-88434ca5d3b91650445326002Dresses1.jpg"
Women Printed Polo Collar T-shirt,Madame,0,0,1299,948,"S,M,L,XL,XXL",tshirts/madame/madame-women-white--coral-red-printed-polo-collar-t-shirt/17040758/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17040758/2022/2/21/78e0cad6-ccb3-43b3-9ed2-1db5d842d1951645421724563SareesMiteraWomenSareesMiteraWomenSareesMiteraWomenSareesMit1.jpg"
Boys Cotton Printed Sweatshirt,Gini and Jony,4.1,10,1299,714,"3-4Y,4-5Y,5-6Y,7-8Y",sweatshirts/gini-and-jony/gini-and-jony-boys-blue-pure-cotton-typography--graphic-printed-sweatshirt/14529342/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14529342/2021/8/5/5fdcba4b-0b21-4641-a5cf-80f24c76d9471628142341885-Gini-and-Jony-Boys-Blue-Printed-Sweatshirt-2371628142341705-1.jpg"
Men Analogue Watch,Sonata,3.4,11,999,999,Onesize,watches/sonata/sonata-men-brown-analogue-watch-nk77018pl02/4451756/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/4451756/2022/6/16/ac31f3b8-c13c-43d7-900f-1f8c524d75d91655360542431-Sonata-Men-Brown-Analogue-Watch-NK77018PL02-6241655360542097-1.jpg"
Women Printed Nightdress,max,0,0,899,899,"XS,S,M,L,XL,XXL",nightdress/max/max-women-grey-melange-printed-nightdress/18069348/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18069348/2022/4/28/d41fdd06-8220-4d66-afa5-352f02686fde1651128243967Nightdress1.jpg"
Face Wash & Sunscreen Combo,Organic Harvest,0,0,580,452,180-200 ML,skin-care-gift-set/organic-harvest/organic-harvest-combo-of-6-in-1-face-wash--sunscreen-with-spf30---100g-each/18094252/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18094252/2022/4/29/a9243257-271d-41a0-a318-287d74929ea41651232830214FaceWashandCleanser1.jpg"
