product_name,brand_name,rating,rating_count,marked_price,discounted_price,sizes,product_link,img_link
Ninja Touch to Wake Smartwatch,Fire-Boltt,4.2,5.8k,4999,1899,33 mm,smart-watches/fire-boltt/fire-boltt-ninja-unisex-touch-to-wake-spo2-smartwatch-07bswaay---black/15759786/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15759786/2021/11/10/fa546c2d-e19a-4069-99f8-18a5ecaaf0b21636551822204Fire-BolttNinjaUnisexTouchtoWakeSpO2Smartwatch07BSWAAY-Black1.jpg"
Unisex Solid ColorFit Qube Oxy Smartwatch,NOISE,4.2,1.3k,4999,1999,Onesize,smart-watches/noise/noise-colorfit-qube-oxy-smartwatch---black/15706178/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15706178/2021/10/1/949113e1-5156-4ed0-8e25-7e0086dbe53a1633096622864NoiseColorFitQubeOxySmartwatch-CharcoalBlack1.jpg"
Unisex Storm Smart Watch,boAt,4.3,21.5k,5990,2999,Onesize,smart-watches/boat/boat-unisex-black-storm-m-smart-watch/13471916/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13471916/2021/2/9/a9a87e2a-f8c8-4953-9e5f-b8c1b8f4ff201612846540076-boAT-Unisex-Black-Storm-Smart-Watch-621612846538704-1.jpg"
VS102 Bluetooth  Headset,NOISE,4.1,2.5k,2999,1299,Onesize,headphones/noise/noise-buds-vs102-truly-wireless-bluetooth-headset--pearl-white-true-wireless/15611052/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15611052/2022/1/5/ad05d825-a52a-4cb3-987e-2ac1cbbf06f81641360672394-NOISE-Unisex-White-Solid-Truly-Wireless-Bluetooth-Earbuds-78-1.jpg"
Women Kurta Set With Dupatta,Khushal K,4.4,3.2k,5099,1427,"S,M,L,XL,XXL",kurta-sets/khushal-k/khushal-k-women-black-ethnic-motifs-printed-kurta-with-palazzos--with-dupatta/17048614/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17048614/2022/2/4/b0eb9426-adf2-4802-a6b3-5dbacbc5f2511643971561167KhushalKWomenBlackEthnicMotifsAngrakhaBeadsandStonesKurtawit7.jpg"
GTS 2 Mini Smartwatch,Amazfit,4.6,21,9999,6999,Onesize,smart-watches/amazfit/amazfit-gts-2-mini-smartwatch---black/18342504/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18342504/2022/5/20/0d68d3af-df19-4758-9752-fd89eb0bde411653044379015-AMAZFIT-GTS-2-MINI-2081653044378955-1.jpg"
Men Cargos,Roadster,3.9,6.8k,2399,839,"28,30,32,34,36",trousers/roadster/roadster-men-grey-cargos/5415202/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/5415202/2018/5/23/7a32e5c1-6ac6-4219-984e-63cb68497fa21527075068613-Roadster-Men-Trousers-6171527075067295-1.jpg"
Men Clarkin Sneakers,U.S. Polo Assn.,4.3,5.9k,2999,2249,"UK6,UK7,UK8,UK9,UK10,UK11",casual-shoes/us-polo-assn/us-polo-assn-men-white-clarkin-sneakers/10339033/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10339033/2022/4/25/3170e623-ab80-4678-9628-14cb6033ab171650883660619USPoloAssnMenWhiteClarkinSneakers1.jpg"
Men Set of 3 Deodorants,Denver,4.5,3.5k,750,637,Onesize,deodorant/denver/denver-men-set-of-3-deodorants/10339515/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10339515/2021/2/15/6fb2fff4-7798-4dbd-82b3-33b51bc5bb971613389076756-Denver-Men-Set-of-3-Sporting-Club-Rider-Imperial--Hamilton-D-1.jpg"
Bluetooth Calling Smartwatch,Fire-Boltt,4.2,2.1k,9999,3999,33 mm,smart-watches/fire-boltt/fire-boltt-talk-unisex-bluetooth-calling-smartwatch-04bswaay---black/15759794/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15759794/2021/11/10/96abb229-6ffa-40e5-a360-c488dc2c28fc1636551889529Fire-BolttTalkUnisexBluetoothCallingSmartwatch04BSWAAY-Black1.jpg"
Women Wide Leg Jeans,Kotty,4.1,10.3k,1999,899,"26,28,30,32,34",jeans/kotty/kotty-women-black-wide-leg-high-rise-clean-look-jeans/12384822/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12384822/2020/9/1/3901ed9b-db0c-4056-817d-a518ac01a0691598947696216KottyWomenBlackWideLegJeans1.jpg"
Men Skinny Fit Jeans,Roadster,3.8,9.2k,1699,900,"28,30,32,34,36",jeans/roadster/roadster-men-blue-skinny-fit-mildly-distressed-light-fade-stretchable-jeans/5670018/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/5670018/2018/9/17/5d578199-2c1a-4001-8af6-570311ff43eb1537164174593-Roadster-Men-Blue-Skinny-Fit-Mid-Rise-Mildly-Distressed-Stre-1.jpg"
Men Pure Cotton Casual Shirt,Roadster,4.2,25.7k,1499,524,"38,40,42,44",shirts/roadster/roadster-men-black--grey-checked-pure-cotton-casual-shirt/1376577/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/1376577/2022/6/3/ea10ab6c-883e-437a-8780-ed87484393f81654235830793-Roadster-Men-Black--Grey-Checked-Casual-Sustainable-Shirt-42-1.jpg"
BHH880/10 Straightening Brush,Philips,4.4,7.1k,3695,3099,Onesize,hair-appliance/philips/philips-bhh88010-heated-straightening-brush-with-thermoprotect-technology---black/10244851/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10244851/2021/2/10/32c4b366-a522-4d98-91f0-46d413de66031612945921510-Philips-Women-Heated-Straightening-Brush-with-Thermo-Protect-1.jpg"
Men Walking Shoes,Red Tape,4.5,982,5399,1619,"UK6,UK7,UK8,UK9,UK10",sports-shoes/red-tape/red-tape-men-black-mesh-walking-shoes/16685220/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16685220/2022/1/4/42811460-3834-4e9b-95a5-e76ee398b51c1641308301084RedTapeMenBlack1.jpg"
Printed Straight Kurta,AHIKA,4,19.1k,1350,513,"XS,S,M,L,XL,XXL,3XL,4XL",kurtas/ahika/ahika-women-black--green-printed-straight-kurta/11056154/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11056154/2019/12/5/30b0017d-7e72-4d40-9633-ef78d01719741575541717470-AHIKA-Women-Black--Green-Printed-Straight-Kurta-990157554171-1.jpg"
Men Colourblocked IDP Sneakers,Puma,4.4,153,4499,3149,"UK6,UK7,UK8,UK9,UK10,UK11",casual-shoes/puma/puma-men-white--black-colourblocked-idp-sneakers/17350726/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17350726/2022/5/12/1fbba260-8584-4d2a-86fa-a5fa91ddad701652344722392-Puma-Men-White--Black-Colourblocked-IDP-Sneakers-87416523447-1.jpg"
Men Skinny Fit Jeans,WROGN,4.1,5.9k,2599,1871,"28,30,32,34,36",jeans/wrogn/wrogn-men-black-skinny-fit-mid-rise-clean-look-stretchable-jeans/2477047/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2477047/2018/4/20/11524217117654-WROGN-Men-Black-Skinny-Fit-Mid-Rise-Clean-Look-Stretchable-Jeans-21524217117458-1.jpg"
