product_name,brand_name,rating,rating_count,marked_price,discounted_price,sizes,product_link,img_link
Women Open Toe Flats,Metro,3.7,6,1290,1290,"EURO36,EURO37,EURO38,EURO39,EURO40,EURO41",flats/metro/metro-women-multicoloured-printed-open-toe-flats/14058494/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/4/9/a4a66937-cd7a-419b-a624-e91b84ce1df71617966866298-1.jpg"
Pure Cotton Denim Jacket,Kook N Keech Marvel,4.4,30,2599,1039,"S,M,L,XL",jackets/kook-n-keech-marvel/kook-n-keech-marvel-women-navy-blue--red-pure-cotton-denim-jacket/14513478/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14513478/2021/12/6/7741c4e8-179b-47b2-aa0b-e41324ca3a8b1638789235736-Kook-N-Keech-Marvel-Women-Jackets-7721638789235026-1.jpg"
Women Relaxed Fit High-Rise Jeans,High Star,4,6,2299,827,"28,30,32,34,36",jeans/high-star/high-star-women-grey-relaxed-fit-high-rise-jeans/15474546/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15474546/2021/9/16/9c9c2a06-460d-4a14-9ad2-0f2e5b9c18591631784645978HighStarWomenGreyRelaxedFitHigh-RiseJeans1.jpg"
Women Solid Plus Size Long Tulip Skirt,PATRORNA,0,0,2399,1049,"40,42,44,46,48,50,52",skirts/patrorna/-patrorna-women-teal-solid-plus-size-long-tulip-skirt/18098700/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18098700/2022/4/30/74ecec64-6f24-4187-855f-014c07b5ae841651291167216PatrornaWomensPlusSizeLongTulipSkirtInTealGreen1.jpg"
Dyed Pure Cotton Loose T-shirt,NBA,0,0,899,699,"M,L,XL,XXL",tshirts/nba/nba-women-lime-green--off-white-golden-state-warriors-tie--dye-crop-t-shirt/17862968/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17862968/2022/4/27/eb09d32a-57fe-4b0f-bbe3-b6054138b6ec1651051020806-NBA-Women-Lime-Green--Off-White-Dyed-Pure-Cotton-Loose-T-shi-1.jpg"
Men Solid Running Sports Shoes,FURO by Red Chief,0,0,2145,1930,"UK6,UK7,UK8,UK9,UK10",sports-shoes/furo-by-red-chief/furo-by-red-chief-men-navy-blue--grey-solid-running-sports-shoes/13353678/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/1/5/15552909-754f-4cb2-b2b2-0c59aa5abfdd1609823475447-1.jpg"
Women Woven Design Sneakers,Geox,0,0,12990,12990,"UK2.5,UK3,UK4,UK5,UK6,UK7",casual-shoes/geox/geox-women-green-woven-design-sneakers/18313344/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18313344/2022/5/30/27e12587-07c0-4d58-94a6-4a0ea257c0b21653885929058-Geox-Women-Casual-Shoes-1401653885928503-1.jpg"
Set of 2 Black Out Window Curtains,Story@home,0,0,3198,1439,Window,curtains-and-sheers/storyhome/storyhome-faux-silk-solid-solid-300gsm-cream-room-darkening-blackout-window-curtain---set-of-2/2333964/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2333964/2022/3/7/e2befc06-0284-4363-a663-2f99f93da6051646655863063StoryHomeFauxSilkSolidSolid300GSMCreamRoomDarkeningBlackoutW1.jpg"
Men Woven Design Nehru Jacket,MOHANLAL SONS,0,0,2499,2499,"S,M,L,XL",nehru-jackets/mohanlal-sons/mohanlal-sons-men-maroon-woven-design-nehru-jacket/16540112/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16540112/2021/12/17/17bddb4d-2066-43b4-ac81-084f7e969c4c1639719321863MaroonGeorgetteNehruJacket1.jpg"
Water Bottle,Puma,0,0,2499,999,Onesize,water-bottle/puma/puma-lime-green-colourblocked-water-bottle/18396274/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18396274/2022/5/24/05f76be2-79a1-4640-b06b-b7ff7b811ce01653385223425WaterBottle1.jpg"
